register,block,description,fields,scope_count,sample_value,ported_by_us,importance_guess,address
MTRO_CONFIG,IPIPE,Multipass Loopback Bitmap Register.,"RESERVED; CPUPKTMETER_FASTCLK For Simulation use only.When reset, internal logic is using 1ms clock for CPU PKT METER.When set, internal logic is using 16 times faster, 62.5us clock for CPU PKT METER.; TM_X_S1           TM bit for s1 level x pipe; TM_Y_S1           TM bit for s1 level y pipe; TM_X_S2           TM bit for s2 level x pipe; TM_Y_S2           TM bit for s2 level y pipe; TM_X_S3           TM bit for queue level x pipe; TM_Y_S3           TM bit for queue level y pipe; BITMAP           Defines ports that are loopback ports for multipass loopback.  Used to OR loopback ports into the PBM prior to HG trunk resolution.; BITMAP_W0        Overlay bitmap for ports 31:0.; BITMAP_W1        Overlay bitmap for ports 63:32.; BITMAP_W2        Overlay bitmap for ports 65:64.",1,0x00000001,no,unknown,0x0a3807e0
NIV_ERROR_DROP_PARITY_CONTROL,IPIPE,"Parity Control for NIV_ERROR_DROP table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the NIV_ERROR_DROP table.,1,0x00000001,no,low (parity init),0x0f180d96
NIV_FORWARDING_DROP_PARITY_CONTROL,IPIPE,"Parity Control for NIV_FORWARDING_DROP table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the NIV_FORWARDING_DROP table.,1,0x00000001,no,low (parity init),0x0f180d99
NIV_VLAN_TAGGED_PARITY_CONTROL,IPIPE,"Parity Control for NIV_VLAN_TAGGED table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the NIV_VLAN_TAGGED table.,1,0x00000001,no,low (parity init),0x0f180d9c
NONUCAST_TRUNK_BLOCK_MASK_PARITY_CONTROL,IPIPE,"Parity Control for NONUCAST_TRUNK_BLOCK_MASK table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the NONUCAST_TRUNK_BLOCK_MASK table.,1,0x00000001,no,low (parity init),0x0f180d1f
OP_BUFFER_LIMIT_RED_CELL,MMU,OP_BUFFER_LIMIT_RED_CELL,"OP_BUFFER_LIMIT_RED_CELL Programmed by software with the total shared cells available for ""Red"" cells.OP_BUFFER_LIMIT_RED_CELL  is in 8-cell granularity.",1,0x0000130b,no,HIGH (data path),0x0338000c
OP_BUFFER_LIMIT_RESUME_RED_CELL,MMU,OP_BUFFER_LIMIT_RESUME_RED_CELL,"OP_BUFFER_LIMIT_RESUME_RED_CELL Programmed by software with the total shared cells available for ""Red"" cells.OP_BUFFER_LIMIT_RESUME_RED_CELL  is in 8-cell granularity.",1,0x0000130b,no,HIGH (data path),0x03380088
OP_BUFFER_LIMIT_RESUME_YELLOW_CELL,MMU,OP_BUFFER_LIMIT_RESUME_YELLOW_CELL,"OP_BUFFER_LIMIT_RESUME_YELLOW_CELL Programmed by software with the total shared cells available for ""Yellow"" cells.OP_BUFFER_LIMIT_RESUME_YELLOW_CELL is in 8-cell granularity.",1,0x0000130b,no,HIGH (data path),0x03380084
OP_BUFFER_LIMIT_YELLOW_CELL,MMU,OP_BUFFER_LIMIT_YELLOW_CELL,"OP_BUFFER_LIMIT_YELLOW_CELL Programmed by software with the total shared cells available for ""Yellow"" cells.OP_BUFFER_LIMIT_YELLOW_CELL is in 8-cell granularity.",1,0x0000130b,no,HIGH (data path),0x03380008
OP_BUFFER_MAX_TOTAL_COUNT_CELL,MMU,OP_BUFFER_MAX_TOTAL_COUNT_CELL,MAX_TOTAL_COUNT  The maximum total number of cells (both min and shared) used by all output ports and queues from the output port perspective. Value in cells. This register is used to track buffer usage as a diagnostic tool.,3,0x00000004,no,HIGH (data path),0x03380048
OP_BUFFER_SHARED_LIMIT_CELL,MMU,OP_BUFFER_SHARED_LIMIT_CELL,OP_BUFFER_SHARED_LIMIT_CELL Programmed by software with the total shared cells available after taking out all the guaranteed minimum cellsassigned to all the queues and any holdback needed.,4,0x00005100,yes,HIGH (data path),0x03380004
OP_BUFFER_SHARED_LIMIT_RESUME_CELL,MMU,OP_BUFFER_SHARED_LIMIT_RESUME_CELL,OP_BUFFER_SHARED_LIMIT_RESUME_CELL Programmed by software with the total shared cells available after taking out all the guaranteed minimum cellsassigned to all the queues and any holdback needed.,4,0x0000509c,yes,HIGH (data path),0x03380080
OP_PORT_LIMIT_COLOR_CELL,MMU,OP_PORT_LIMIT_COLOR_CELL,"RED              Limit on the number of ""Red"" cells allowed to be queued to each port (across all output queues of that port).OP_PORT_LIMIT_COLOR_CELL.RED is in 8-cell granularity.",54,0x0000130b,no,medium (MMU),0x03300038
OP_PORT_LIMIT_RESUME_COLOR_CELL,MMU,OP_PORT_LIMIT_RESUME_COLOR_CELL,"RED              Programmed by software with the port total cells available for ""Red"" cells.OP_PORT_LIMIT_RESUME_COLOR_CELL.YEL is in 8-cell granularity.",54,0x0000130a,no,medium (MMU),0x03300090
OP_QUEUE_CONFIG1_CELL,MMU,OP_QUEUE_CONFIG1_CELL,"UC_Q_CONFIG1     Dummy field.; Q_COLOR_ENABLE_CELL Enable register for queue color discard thresholds for color congestion management.0 : color based drop disable.1 : color based dopr enable.; Q_E2E_DS_EN_CELL Enable register for reporting queue e2ecc drop status to remote module..0 : queue's e2ecc drop status reporting function disable.1 : queue's e2ecc drop status reporting function enable.; Q_LIMIT_DYNAMIC_CELL Dynamic Control bit0 = this queue uses static q_limit1 = this queue uses dynamic queue threshold; Q_LIMIT_ENABLE_CELL Enable queue discard thresholds. 0 == never drop, the queue will use shared space by default; 1 == use queue thresholds to discard.; Q_COLOR_LIMIT_DYNAMIC_CELL Dynamic Control bit for color  congestion management.0 = Force color (yellow, red) threshold to be static.1 = Color threshold is a percentage of the q_shared_limit (which can be dynamic or static).; Q_SPID           Service pool ID associated with this queue.",164,0x00000008,yes,HIGH (data path),0x03300140
OP_QUEUE_CONFIG_CELL,MMU,OP_QUEUE_CONFIG_CELL,"Q_SHARED_LIMIT_CELL Queue Limit: defines the number of shared cells allowed for each queue. It can be In Static mode, Q_SHARED_LIMIT_CELL is the threshold value in cells,; Q_SHARED_ALPHA_CELL In dynamic mode Index to the alpha value to use for dynamic threshold. When dynamic thresholds are enabled, Q_SHARED_LIMIT_CELL is used to select the ""alpha"" value for thequeue as shown in the following definitions: 0: 1/641: 1/322: 1/163: 1/84: ¼5: ½6: 17: 28: 49: 8; Q_MIN_CELL       Minimum cells guaranteed for the queue.",61,0x01330819,yes,HIGH (data path),0x03300100
OP_QUEUE_LIMIT_COLOR_CELL,MMU,OP_QUEUE_LIMIT_COLOR_CELL,RED              RED limit for cellsOP_QUEUE_LIMIT_COLOR_CELL.RED is in 8-cell granularity.,313,0x00000007,no,medium (MMU),0x03300180
OP_QUEUE_RESET_OFFSET_CELL,MMU,OP_QUEUE_RESET_OFFSET_CELL,"Q_RESET_OFFSET_CELL q_reset_sel_cell: This value is used to create the cell drop hystersis, as an offset from the packet drop threshold.This offset register is in 8-cell granularity.",313,0x00000003,no,medium (MMU),0x03300200
OP_THR_CONFIG,MMU,OP_THR_CONFIG,"MOP_POLICY       4 configuration bits which serves as options as to whether to discard a packet based on MOP conditions. See uArch document for details.bit[0]: MOP_policy_1 enable.bit[1]: MOP_policy_2 enable.bit[2]: MOP_policy_3 enable,bit[3]: MOP_policy_1_1 enable.; SOP_POLICY       1 configuration bits which serves as options as to whether to discard a packet based on SOP conditions. See uArch document for details.; EARLY_E2E_SELECT 1 configuration bits which serves as options as to whether to send early e2e drop status or queue drop status.See uArch document for details.; ASF_PKT_SIZE     ASF_pkt_size: Minumim value of the packet size (in cells) that must be received before enqueuing for ASF.This is necessary to avoid underruns; initial estimate is '2' cells should be sufficient.; ASF_QUEUE_SIZE   Maximum value in cells that the queue size before allowing enqueueing for ASF.It is necessary to enqueue before the queue size reaches zero to maintain cut-through operation on small packetsat line rate. (initial estimate is '3' cells').; ASF_ENABLE       ASF_enabled: 1= allow cut-through to occur; 0 = store and forward for all packets.; YELLOW_CELL_DS_SELECT For YELLOW multicast packets, use either GREEN or RED drop state.",1,0x0000ccc7,no,medium (MMU),0x03380012
OP_UC_PORT_CONFIG1_CELL,MMU,OP_UC_PORT_CONFIG1_CELL,"PORT_LIMIT_ENABLE_CELL Enable port limit: 0 = do not enforce; 1 = enable enforcement of op_shared_limit. When set to 1, the op_shared_limit must be a non-zero value.; COS0_SPID        Service pool ID associated with COS 0.; COS1_SPID        Service pool ID associated with COS 1.; COS2_SPID        Service pool ID associated with COS 2.; COS3_SPID        Service pool ID associated with COS 3.; COS4_SPID        Service pool ID associated with COS 4.; COS5_SPID        Service pool ID associated with COS 5.; COS6_SPID        Service pool ID associated with COS 6.; COS7_SPID        Service pool ID associated with COS 7.; COS8_SPID        Service pool ID associated with COS 8.; COS9_SPID        Service pool ID associated with COS 9.; Q_E2E_DS_EN      Enable register for reporting queue e2ecc drop status to remote module..0 : queue's e2ecc drop status reporting function disable.1 : queue's e2ecc drop status reporting function enable.bit 23 : COS 0bit 24 : COS 1....bit 30 : COS 7",52,0x00008040,no,medium (MMU),0x03300029
OP_UC_PORT_LIMIT_COLOR_CELL,MMU,OP_UC_PORT_LIMIT_COLOR_CELL,"YEL              Limit on the number of ""Yellow"" cells allowed to be queued to each port (across all output queues of that port).OP_PORT_LIMIT_COLOR_CELL.YEL is in 8-cell granularity.; RED              Limit on the number of ""Red"" cells allowed to be queued to each port (across all output queues of that port).OP_PORT_LIMIT_COLOR_CELL.RED is in 8-cell granularity.",52,0x0261730b,no,medium (MMU),0x0330003c
OP_UC_PORT_LIMIT_RESUME_COLOR_CELL,MMU,OP_UC_PORT_LIMIT_RESUME_COLOR_CELL,"YEL              Programmed by software with the port total cells available for ""Yellow"" cells.OP_PORT_LIMIT_RESUME_COLOR_CELL.YEL is in 8-cell granularity.; RED              Programmed by software with the port total cells available for ""Red"" cells.OP_PORT_LIMIT_RESUME_COLOR_CELL.RED is in 8-cell granularity.",52,0x0261530a,no,medium (MMU),0x03300094
OUTPUT_PORT_RX_ENABLE0_64,MMU,OUTPUT_PORT_RX_ENABLE0,OUTPUT_PORT_RX_ENABLE0 Output Port Rx Enable Bitmap from ports 0 t0 32.; OUTPUT_PORT_RX_ENABLE0_LO Overlay Output Port Rx Enable Bitmap from ports 0 to 31.; OUTPUT_PORT_RX_ENABLE0_HI Overlay Output Port Rx Enable Bitmap from port 32.,1,0x00000001ffffffff,no,medium (MMU),0x03380074
OUTPUT_PORT_RX_ENABLE1_64,MMU,OUTPUT_PORT_RX_ENABLE1,OUTPUT_PORT_RX_ENABLE1 Output Port Rx Enable Bitmap from ports 33 to 65.; OUTPUT_PORT_RX_ENABLE1_LO Overlay Output Port Rx Enable Bitmap from ports 33 to 64.; OUTPUT_PORT_RX_ENABLE1_HI Overlay Output Port Rx Enable Bitmap from port 65.,1,0x00000001fffe001f,no,medium (MMU),0x03380075
OVQ_DROP_THRESHOLD0,MMU,OVQ_DROP_THRESHOLD0,"OVQ_DROP_THRESHOLD0 once this threshould is reached , it will send indication to THDO to drop the packets for all fifosDiscard is cleared once the level in OVQ reaches below OVQ_drop_threshould_Reset_limit.",1,0x00002d00,no,medium (MMU),0x1f380004
OVQ_DROP_THRESHOLD_RESET_LIMIT,MMU,OVQ_DROP_THRESHOLD_RESET_LIMIT,"OVQ_DROP_THRESHOLD_RESET_LIMIT when OVQ level dropped below OVQ_drop_threshold_reset_limit once OVQ reached those threshold, the discard is then cleared. sw needs to program this value.",1,0x00002d00,no,medium (MMU),0x1f38000c
OVQ_FLOWCONTROL_THRESHOLD,MMU,OVQ_FLOWCONTROL_THRESHOLD,"OVQ_FC_THRESHOLD_RESET_LIMIT when OVQ level dropped below  OVQ_fc_thrshold_reset_limit once OVQ reached those threshold, the flowcontrol is then cleared.; OVQ_FC_THRESHOLD when OVQ level dropped below  OVQ_fc_thrshold_reset_limit once OVQ reached those threshold, the flowcontrol is then cleared.; OVQ_FC_ENABLE    			if this bit is set, threshold and reset_limit is enabled",1,0x0afcabf1,yes,medium (MMU),0x1f380008
OVQ_MCQ_CREDITS,MMU,OVQ_MCQ_FIFO_CREDITS,"CREDITS          credits ( up to 0x1024 per queue ),",265,0x000000c0,no,medium (MMU),0x1f300040
PAUSE_CONTROL,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,PAUSE frame timer control register,VALUE            Each bit in this register represents 512 bit times independent of the port speed. Values of 0 and 1 are illegal.; ENABLE           Enable Extra Pause Frames.,52,0x0003ffff,no,unknown,0x005005cc
PG4_INTR_ENABLE,PORT_GROUP4_X PORT_GROUP4_Y,PORT_GROUP4_INTR_ENABLE,XLP0_PERR_INTR   XLP0 ecc parity error; XLP1_PERR_INTR   XLP1 ecc parity error; XLP2_PERR_INTR   XLP2 ecc parity error; XLP3_PERR_INTR   XLP3 ecc parity error; PG4_PERR_INTR    PG4 ecc parity error,2,0x0000001f,no,unknown,0x0058000c
PG5_INTR_ENABLE,PORT_GROUP5_X PORT_GROUP5_Y,PORT_GROUP5_INTR_ENABLE,XLP0_PERR_INTR   XLP0 ecc parity error; XLP1_PERR_INTR   XLP1 ecc parity error; XLP2_PERR_INTR   XLP2 ecc parity error; XLP3_PERR_INTR   XLP3 ecc parity error; XLP4_PERR_INTR   XLP4 ecc parity error; PG5_PERR_INTR    PG5 ecc parity error,2,0x0000003f,no,unknown,0x0058000c
PG_MIN_CELL,MMU,PG_MIN_CELL,PG_MIN           The priority group minimum register holds the PG minimum guarantees for a single port.,159,0x0000002d,yes,HIGH (data path),0x02300050
PG_RESET_OFFSET_CELL,MMU,PG_RESET_OFFSET_CELL,"PG_RESET_OFFSET  PG_RESET_OFFSET_CELL is the offset from pg cell xoff threshold used to release xoff state.However, actual XON state is depended on the higher threshold between cell reset floor and(pg cell xoff threshold - PG_RESET_OFFSET).; PARITY           Parity",54,0x00010010,no,medium (MMU),0x02300030
PG_SHARED_LIMIT_CELL,IPIPE,"For packets with inner/outer VLAN tag, the first 256-entries are indexed by {802.1p_priority[2:0], 802.1p_cfi, PHB2_DOT1P_MAPPING_PTR}. For packets without inner/outer VLAN tag, the last 16 entries are indexed by PHB2_DOT1P_MAPPING_PTR.",PG_SHARED_LIMIT  Shared Buffer Limit per input port. Can be either: static threshold: a value in cellsor dynamic threshold: used as an index to the alpha value to use for dynamic threshold.Port_Shared_limit[3:0] : alpha0: 1/641: 1/322: 1/163: 1/84: 1/45: 1/26: 17: 28: 49: 810: 811: 812: 813: 814: 815: 8Note: the port shared threshold is used as the pg7_xoff_threshold which is used to assert flow control on the highest priority group.; PG_SHARED_DYNAMIC Dynamic Control bit0 = this pg uses static port_limit1 = this pg uses dynamic queue threshold; PARITY           Parity; COS              Overlay for UC_COS2. Expanded from 3 to 4 bits.; UC_COS2          The mapped COS2 value for unicast packets.; MC_COS2          The mapped COS2 value for multicast packets.,162,0x000211c4,yes,HIGH (data path),0x02300023
POOL_DROP_STATE,IPIPE,Specifies the port(s) that is (are) CPU.,"POOL_0           bits identifying the current {green, yellow, red} drop state for service pool 0; POOL_1           bits identifying the current {green, yellow, red} drop state for service pool 1; POOL_2           bits identifying the current {green, yellow, red} drop state for service pool 2; POOL_3           bits identifying the current {green, yellow, red} drop state for service pool 3; BITMAP           Bitmap of all front-panel ports with port_bridge enabled. Include Higig ports to enable same port switching. Should be programmed the same as PORT_TABLE[port].PORT_BRIDGE.; BITMAP_W0        Overlay bitmap for ports 31:0.; BITMAP_W1        Overlay bitmap for ports 63:32.; BITMAP_W2        Overlay bitmap for ports 65:64.; BITMAP           Bitmap of all front-panel ports with port_bridge enabled. Include Higig ports to enable same port switching. Should be programmed the same as PORT_TABLE[port].PORT_BRIDGE.; BITMAP_W0        Overlay bitmap for ports 31:0.; BITMAP_W1        Overlay bitmap for ports 63:32.; BITMAP_W2        Overlay bitmap for ports 65:64.; PORT_LEARNING_CLASS Port learning class, index to CBL_ATTRIBUTE register.; VIRTUAL_PORT_LEARNING_CLASS Virtual Port Learning class, index to CBL_ATTRIBUTE register.; EVEN_PARITY      Even parity.; BASE             Index into the system port table for this feature.; EVEN_PARITY      PARITY BIT to make the entry parity even.",1,0x00000e03,no,low (statistics),0x02380139
PORT_CBL_TABLE_MODBASE_PARITY_CONTROL,IPIPE,"PORT_CBL_TABLE_MODBASE_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the PORT_CBL_TABLE_MODBASE table.,1,0x00000001,no,low (parity init),0x0b180d1a
PORT_GROUP4_BOD_FIFO_ECC_ENABLE,PORT_GROUP4_X PORT_GROUP4_Y,PORT_GROUP4_BOD_FIFO_ECC_ENABLE,BOD_FIFO_ECC_ENABLE BOD_FIFO ECC ENABLE,2,0x00000001,no,low (parity init),0x00580009
PORT_GROUP4_TDM_CONTROL,PORT_GROUP4_X PORT_GROUP4_Y,TDM TABLE Control,"DISABLE          Disable TDM, set to 1 when changing tdm_mode or slot mapping; TDM_WRAP_PTR     Indicates max valid entry in the TDM TABLE",2,0x0000003e,no,unknown,0x00580008
PORT_GROUP4_TDM_REG_0,PORT_GROUP4_X PORT_GROUP4_Y,TDM TABLE configuration,TDM_ENTRY0_PORT_ID Physical port number in TDM entry0; TDM_ENTRY1_PORT_ID Physical port number in TDM entry1; TDM_ENTRY2_PORT_ID Physical port number in TDM entry2; TDM_ENTRY3_PORT_ID Physical port number in TDM entry3,2,0x211d1915,no,unknown,0x00580000
PORT_GROUP4_TDM_REG_1,PORT_GROUP4_X PORT_GROUP4_Y,TDM TABLE configuration,TDM_ENTRY4_PORT_ID Physical port number in TDM entry4; TDM_ENTRY5_PORT_ID Physical port number in TDM entry5; TDM_ENTRY6_PORT_ID Physical port number in TDM entry6; TDM_ENTRY7_PORT_ID Physical port number in TDM entry7,2,0x221e1a16,no,unknown,0x00580001
